标题,户型,面积,楼层,建造年份,单价,总价,关键字,地址,详情页地址
地铁口，精装小三房，户型通透，采光无遮挡，急，急卖,3室2厅,82m²,低层(共18层),2012年建造,11232元/m²,93万,南北通透环境优美,珩生领袖城  黄陂-盘龙城-盘龙大道,https://wuhan.anjuke.com/prop/view/A1845021603?from=filter&spread=commsearch_p&uniqid=pc5da42b6a634158.34437078&position=1015&kwtype=filter&now_time=1571040106
奥特莱斯旁 汉口湖畔精装四房 随时看房,4室2厅,140m²,低层(共24层),2015年建造,11384元/m²,160万,配套成熟交通便利繁华地段,汉口湖畔(1期)  黄陂-盘龙城-盘龙大道49号,https://wuhan.anjuke.com/prop/view/A1822771353?from=filter&spread=commsearch_p&uniqid=pc5da42b6a6341b0.04048712&position=1016&kwtype=filter&now_time=1571040106
全新婚房花90万豪华装未入住  家具全送，有车位，业主很诚心,3室2厅,133m²,高层(共28层),2015年建造,42632元/m²,567万,南北通透房型正环境优美,"复地东湖国际(五六期)  武昌-中北路-兴沪路,近西岭路",https://wuhan.anjuke.com/prop/view/A1825576311?from=filter&spread=commsearch_p&uniqid=pc5da42b6a634209.19828033&position=1017&kwtype=filter&now_time=1571040106
首付40万起，金银湖湖景现房，地铁金银湖站，特价清盘,3室2厅,128m²,高层(共9层),2018年建造,10547元/m²,135万,新房房源南北通透环境优美,金珠港湾二期  东西湖-金银湖-金银湖侧路,https://wuhan.anjuke.com/prop/view/A1862415399?from=filter&spread=commsearch_p&uniqid=pc5da42b6a634269.78007959&position=1018&kwtype=filter&now_time=1571040106
降价20W诚心急售！东亭花园 通透两房 真图 满五唯一随时看,2室2厅,76m²,高层(共6层),2007年建造,17105元/m²,130万,近地铁位置安静配套成熟,东亭花园  武昌-东亭-东亭路10号,https://wuhan.anjuke.com/prop/view/A1707248235?from=filter-saleMetro&spread=commsearch_p&uniqid=pc5da42b6a6342b0.69168313&position=1019&kwtype=filter&now_time=1571040106
融创壹号二期  正地铁口  随时可看  总价低,3室2厅,120m²,高层(共32层),2016年建造,17833元/m²,215万,近地铁安全性高品质小区,融创公园壹号(二期)  江岸-后湖-塔子湖东路,https://wuhan.anjuke.com/prop/view/A1808759991?from=filter&spread=commsearch_p&uniqid=pc5da42b6a634317.74580171&position=1020&kwtype=filter&now_time=1571040106
美加湖滨，带装修大三房单价只要1.1万，电梯中间层，产证满二,3室2厅,127m²,低层(共11层),2009年建造,11654元/m²,148万,房型正环境优美品质小区,美加湖滨新城  江夏-庙山-江夏大道49号,https://wuhan.anjuke.com/prop/view/A1864442325?from=filter&spread=commsearch_p&uniqid=pc5da42b996e6332.63525361&position=1021&kwtype=filter&now_time=1571040153
鸿发世纪城精装三房 证满二 近地铁 家电全送拎包入住 钥匙房,3室2厅,99m²,高层(共32层),2012年建造,14646元/m²,145万,近地铁繁华地段品质小区,鸿发世纪城  江夏-纸坊-熊廷弼路,https://wuhan.anjuke.com/prop/view/A1854160905?from=filter&spread=commsearch_p&uniqid=pc5da42b996e6870.93498804&position=1022&kwtype=filter&now_time=1571040153
纽宾凯锦城 全新豪华装修三房带超大阳台 ，东边户型，随时看房,3室2厅,105m²,中层(共33层),2016年建造,18095元/m²,190万,南北通透配套成熟繁华地段,纽宾凯国际社区锦城  汉阳-四新-芳草路,https://wuhan.anjuke.com/prop/view/A1844043213?from=filter&spread=commsearch_p&uniqid=pc5da42b996e69d8.30136653&position=1023&kwtype=filter&now_time=1571040153
蔡甸城区中心 证满无税 精装三房,3室1厅,84m²,中层(共6层),2000年建造,7440元/m²,62.5万,,蔡河街49号小区  蔡甸-蔡甸城区-蔡河街49号,https://wuhan.anjuke.com/prop/view/A1857880839?from=filter&spread=commsearch_p&uniqid=pc5da42b996e6af4.72722638&position=1024&kwtype=filter&now_time=1571040153
FP体育馆旁，对口实验小学，真实图片，只有一套，有钥匙！,2室2厅,70m²,共5层,2010年建造,12436元/m²,88万,,尚城新界  江夏-纸坊-熊廷弼街,https://wuhan.anjuke.com/prop/view/A1857276561?from=filter&spread=commsearch_p&uniqid=pc5da42b996e6be2.63872762&position=1025&kwtype=filter&now_time=1571040153
湖北日报背后 东亭花园 中间楼层 3房朝南 精装修 看房方便,3室1厅,95m²,低层(共7层),1998年建造,17505元/m²,167万,近地铁三房朝南交通便利,东亭花园  武昌-东亭-东亭路10号,https://wuhan.anjuke.com/prop/view/A1866891189?from=filter-saleMetro&spread=commsearch_p&uniqid=pc5da42b996e6cd3.84918034&position=1026&kwtype=filter&now_time=1571040153
金色华府对育才二小  东南朝向 三房 单价DI 老证 税低,3室2厅,117m²,中层(共28层),2005年建造,32906元/m²,385万,近地铁近学校带花园,金色华府  江岸-竹叶山花桥-解放公园路83号,https://wuhan.anjuke.com/prop/view/A1866468207?from=filter-saleMetro-salesxq&spread=commsearch_p&uniqid=pc5da42b996e6dd6.53632252&position=1027&kwtype=filter&now_time=1571040153
次新小区，加州橘郡，美加湖滨新城四期，洋房4室，共6层有电梯,4室2厅,128m²,中层(共6层),2019年建造,13063元/m²,168万,素质住户安全性高繁华地段,美加湖滨新城  江夏-庙山-江夏大道49号,https://wuhan.anjuke.com/prop/view/A1864667451?from=filter&spread=commsearch_p&uniqid=pc5da42b996e6ed3.15314609&position=1028&kwtype=filter&now_time=1571040153
125街   拎包即住 毗邻奥山商圈 毗邻江滩公园,2室1厅,73m²,中层(共7层),2000年建造,17187元/m²,126万,繁华地段品质小区低密度,钢都花园125街坊  青山-余家头-南干渠街,https://wuhan.anjuke.com/prop/view/A1868099169?from=filter&spread=commsearch_p&uniqid=pc5da42b996e6fb5.74540355&position=1029&kwtype=filter&now_time=1571040153
塔子湖 融创澜岸 毛坯三房 房东诚心出售,3室2厅,105m²,高层(共35层),2000年建造,18095元/m²,190万,,融创澜岸  江岸-后湖-塔子湖东路,https://wuhan.anjuke.com/prop/view/A1856129421?from=filter&spread=commsearch_p&uniqid=pc5da42b996e7080.81822176&position=1030&kwtype=filter&now_time=1571040153
兰亭都荟精装2房 抄底价老证老证 生活方便 急售中116万,2室1厅,55m²,高层(共32层),2015年建造,21091元/m²,116万,配套成熟交通便利品质小区,广电兰亭都荟  汉阳-钟家村-马鹦路141号,https://wuhan.anjuke.com/prop/view/A1800625341?from=filter&spread=commsearch_p&uniqid=pc5da42b996e7164.06676215&position=1031&kwtype=filter&now_time=1571040153
世茂龙湾四期双拼，送300平大花园，南北通透带双车位房东急售,4室2厅,192m²,共4层,2014年建造,14948元/m²,287万,联排别墅远离马路品质小区,世茂龙湾(四期)  蔡甸-天鹅湖大道-知音湖大道,https://wuhan.anjuke.com/prop/view/A1861196727?from=filter&spread=commsearch_p&uniqid=pc5da42b996e7240.01009585&position=1032&kwtype=filter&now_time=1571040153
满2无税 光谷满庭春 中间楼层 毛坯三房 低首付 临有轨电车,3室2厅,87m²,高层(共33层),2016年建造,17127元/m²,150万,客厅朝南两房朝南小区中心,光谷满庭春MOMΛ  洪山-光谷东-高新二路,https://wuhan.anjuke.com/prop/view/A1809689691?from=filter&spread=commsearch_p&uniqid=pc5da42b996e7323.74448700&position=1033&kwtype=filter&now_time=1571040153
好房推荐，南北通透温馨小三房，家私全送，明厨明卫，户型周正！,3室2厅,88m²,高层(共34层),2016年建造,20000元/m²,176万,配套成熟交通便利品质小区,万科汉阳国际A区  汉阳-升官渡-陶家岭路,https://wuhan.anjuke.com/prop/view/A1846079283?from=filter&spread=commsearch_p&uniqid=pc5da42b996e7402.52957995&position=1034&kwtype=filter&now_time=1571040153
房东诚心出售文化大道旁俪湖天地满二满二小三房,3室2厅,77m²,高层(共16层),2015年建造,15081元/m²,117万,两房朝南远离马路繁华地段,俪湖天地  江夏-文化大道-新华街,https://wuhan.anjuke.com/prop/view/A1864043859?from=filter&spread=commsearch_p&uniqid=pc5da42b996e74e2.84586658&position=1035&kwtype=filter&now_time=1571040153
200万 急售百步亭现代城四期 品质小区 精装婚房 厅带阳台,3室2厅,90m²,低层(共32层),2016年建造,22222元/m²,200万,近地铁繁华地段品质小区,百步亭现代城四区  江岸-百步亭-百步亭花园路,https://wuhan.anjuke.com/prop/view/A1859117871?from=filter&spread=commsearch_p&uniqid=pc5da42b996e75b5.58683363&position=1036&kwtype=filter&now_time=1571040153
新上大华瑞府 三房南北通透 很好的户型 中间楼层 有钥匙,3室2厅,100m²,中层(共33层),2018年建造,21800元/m²,218万,配套成熟繁华地段品质小区,大华铂金瑞府  青山-余家头-园林路15号,https://wuhan.anjuke.com/prop/view/A1863628851?from=filter&spread=commsearch_p&uniqid=pc5da42b996e7693.75722730&position=1037&kwtype=filter&now_time=1571040153
古田二路轻轨旁 天宇万象国际 婚装两房 拎包入住 随时看房,2室2厅,89m²,低层(共18层),2016年建造,17416元/m²,155万,次新小区交通便利低密度,天宇万象国际  硚口-古田-古乐路,https://wuhan.anjuke.com/prop/view/A1846990785?from=filter&spread=commsearch_p&uniqid=pc5da42b996e7770.23534796&position=1038&kwtype=filter&now_time=1571040153
汉阳四新 新城璟悦城 正规3房2卫 半装修 有钥匙,3室2厅,109m²,高层(共34层),2017年建造,15912元/m²,175万,卫浴全明非顶楼素质住户,新城璟悦城  汉阳-四新-四新中路,https://wuhan.anjuke.com/prop/view/A1842324519?from=filter&spread=commsearch_p&uniqid=pc5da42b996e7850.68282649&position=1039&kwtype=filter&now_time=1571040153
必看好房，二环内325.4米复式带天燃气，四新大道正地铁口,1室1厅,33m²,中层(共17层),2019年建造,17879元/m²,59万,,青年说  汉阳-升官渡-龙阳大道74号,https://wuhan.anjuke.com/prop/view/A1841916099?from=filter&spread=commsearch_p&uniqid=pc5da42b996e7934.85738985&position=1040&kwtype=filter&now_time=1571040153
顶琇国际城次新小区地铁精装两房 新证有钥匙 业主诚心急售,2室2厅,73m²,高层(共46层),2017年建造,20274元/m²,148万,视野好近地铁品质小区,顶琇国际城  江汉-唐家墩-唐家墩路,https://wuhan.anjuke.com/prop/view/A1804220355?from=filter&spread=commsearch_p&uniqid=pc5da42b996e7a17.35321728&position=1041&kwtype=filter&now_time=1571040153
单价12500 115平精装三房 阳光100大湖第 拎包入住,3室2厅,114m²,高层(共27层),2016年建造,12458元/m²,143万,拎包入住视野好品质小区,阳光100大湖第  江夏-藏龙岛-杨桥湖大道2号,https://wuhan.anjuke.com/prop/view/A1868227311?from=filter&spread=commsearch_p&uniqid=pc5da42b996e7ae2.52308200&position=1042&kwtype=filter&now_time=1571040153
轻轨沿线电梯小户型对口山鹰直升四中，东源小区精装一室拎包入住,1室1厅,52m²,低层(共12层),2010年建造,16538元/m²,86万,近地铁南北通透独立电梯,东源小区  硚口-古田-古田五路17号,https://wuhan.anjuke.com/prop/view/A1867041615?from=filter-saleMetro&spread=commsearch_p&uniqid=pc5da42b996e7bc7.86156602&position=1043&kwtype=filter&now_time=1571040153
证满二！房东配合卖房 华师一附中旁 梧桐苑精装两房 户型方正,2室2厅,87m²,低层(共12层),2017年建造,17011元/m²,148万,南北通透厅带阳台环境优美,中国铁建梧桐苑  江夏-金融港-汤逊湖北路,https://wuhan.anjuke.com/prop/view/A1868229669?from=filter&spread=commsearch_p&uniqid=pc5da42b996e7cb6.29313026&position=1044&kwtype=filter&now_time=1571040153
老证 古田四路广电兰亭荣荟 次新三房 有钥匙 配套齐全环境好,3室2厅,99m²,中层(共47层),2016年建造,16851元/m²,168万,近地铁配套成熟交通便利,广电兰亭荣荟  硚口-古田-古田四路,https://wuhan.anjuke.com/prop/view/A1866653085?from=filter-saleMetro&spread=commsearch_p&uniqid=pc5da42b996e7da7.53589951&position=1045&kwtype=filter&now_time=1571040153
老证！墨水湖边D铁房 南国明珠一期 上玫瑰园 业主急降20万,3室2厅,122m²,中层(共11层),2008年建造,17213元/m²,210万,近地铁近学校繁华地段,南国明珠1期  汉阳-王家湾-龙阳大道33号,https://wuhan.anjuke.com/prop/view/A1865922789?from=filter-saleMetro-salesxq&spread=commsearch_p&uniqid=pc5da42b996e7e83.76574707&position=1046&kwtype=filter&now_time=1571040153
双地铁 中建御景星城 南北通透 毛坯三房 随时看 诚心出售,3室2厅,127m²,中层(共32层),2017年建造,25039元/m²,318万,,中建御景星城  硚口-宗关-汉西路,https://wuhan.anjuke.com/prop/view/A1867622403?from=filter&spread=commsearch_p&uniqid=pc5da42b996e7f65.39043003&position=1047&kwtype=filter&now_time=1571040153
梅苑一期边户 中间楼层 对口梅苑学校 两证满五 随时看房,3室2厅,98m²,中层(共7层),1999年建造,20714元/m²,203万,近地铁近学校南北通透,梅苑小区  武昌-傅家坡-紫阳东路80附25号,https://wuhan.anjuke.com/prop/view/A1799670369?from=filter-saleMetro-salesxq&spread=commsearch_p&uniqid=pc5da42b996e8040.29334442&position=1048&kwtype=filter&now_time=1571040153
阳逻开发区双证满两年单门独户（带平台）88万,4室2厅,168m²,共3层,2007年建造,5238元/m²,88万,,欢金小区  新洲-阳逻开发区-新龙街16号,https://wuhan.anjuke.com/prop/view/A1868256219?from=filter&spread=commsearch_p&uniqid=pc5da42b996e8121.87739596&position=1049&kwtype=filter&now_time=1571040153
四新好房源！单价总价低！非常有性价比！欢迎实地来看房！,3室2厅,106m²,高层(共33层),2016年建造,17170元/m²,182万,南北通透环境优美品质小区,招商公园1872尚府  汉阳-四新-江城大道,https://wuhan.anjuke.com/prop/view/A1779076191?from=filter&spread=commsearch_p&uniqid=pc5da42b996e81f5.20210500&position=1050&kwtype=filter&now_time=1571040153
（湖畔小区）汤逊湖山庄 置换急售 超低首付 可看可谈,2室2厅,72m²,高层(共9层),2006年建造,11111元/m²,80万,配套成熟环境优美低密度,汤逊湖山庄  江夏-庙山-华泰路,https://wuhan.anjuke.com/prop/view/A1869817683?from=filter&spread=commsearch_p&uniqid=pc5da42b996e82e2.93804045&position=1051&kwtype=filter&now_time=1571040153
汉阳五里墩地铁口恒韵府新盘在售均价2.1直接认购,4室2厅,133m²,中层(共32层),2018年建造,21053元/m²,280万,新房房源近地铁配套成熟,"恒韵府  汉阳-钟家村-汉阳大道,近江城大道",https://wuhan.anjuke.com/prop/view/A1842639771?from=filter&spread=commsearch_p&uniqid=pc5da42b996e83c2.27143989&position=1052&kwtype=filter&now_time=1571040153
学驱房 单价7000 首付16万入手 证满2年 通透户型,2室2厅,89m²,高层(共18层),2010年建造,8315元/m²,74万,配套成熟环境优美次新小区,保利圆梦城东区  新洲-阳逻开发区-圆梦南路,https://wuhan.anjuke.com/prop/view/A1789869945?from=filter&spread=commsearch_p&uniqid=pc5da42b996e8492.59093590&position=1053&kwtype=filter&now_time=1571040153
尚都一品 南北通透大四房 预约看房,3室2厅,139m²,高层(共34层),2008年建造,16763元/m²,233万,,尚都一品东区  江岸-后湖-华盛路,https://wuhan.anjuke.com/prop/view/A1867027809?from=filter&spread=commsearch_p&uniqid=pc5da42b996e8573.63434075&position=1054&kwtype=filter&now_time=1571040153
商圈环抱地铁口 东方雅园一期 精装 南北通透 看中就卖 急卖,2室2厅,79m²,低层(共33层),2010年建造,14937元/m²,118万,近地铁,东方雅园一期  洪山-欢乐谷-智和路,https://wuhan.anjuke.com/prop/view/A1861900995?from=filter-saleMetro&spread=commsearch_p&uniqid=pc5da42b996e8662.33534130&position=1055&kwtype=filter&now_time=1571040153
盘龙湾荷苑 一线观景房 中高层85平两房 南北通透 地铁口旁,2室2厅,85m²,中层(共33层),2016年建造,10873元/m²,93万,景观房近地铁次新小区,恒达盘龙湾荷苑  黄陂-盘龙城-盘龙大道48号,https://wuhan.anjuke.com/prop/view/A1864975071?from=filter&spread=commsearch_p&uniqid=pc5da42b996e8749.10047045&position=1056&kwtype=filter&now_time=1571040153
